,poisonous,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4354,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,d
4355,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,g
4356,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,g
4357,0,x,s,e,t,n,f,c,b,others,e,?,s,s,w,others,w,others,e,w,c,others
4358,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,d
4359,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,d
4360,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,d
4361,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
4362,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,d
4363,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,g
4364,1,others,y,w,t,n,f,w,n,w,e,b,s,s,w,w,w,o,p,w,c,l
4365,1,f,s,others,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,u
4366,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,p
4367,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,d
4368,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,p
4369,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,p
4370,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,d
4371,1,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,d
4372,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,g
4373,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,g
4374,1,x,s,w,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,s,u
4375,0,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d
4376,1,x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d
4377,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,y,d
4378,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,g
4379,0,f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,k,v,d
4380,0,x,y,others,t,n,f,c,b,others,e,?,s,s,w,others,w,others,e,w,c,others
4381,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,g
4382,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,d
4383,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,p
4384,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,g
4385,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,g
4386,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,g
4387,1,x,others,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,g
4388,1,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,g
4389,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,g
4390,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,g
4391,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,p
4392,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,g
4393,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,y,d
4394,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,d
4395,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,p
4396,0,x,y,others,f,n,f,c,n,h,e,?,s,others,w,w,w,o,others,h,y,d
4397,1,x,others,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,g
4398,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,g
4399,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,g
4400,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,v,g
4401,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,g
4402,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,g
4403,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,d
4404,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,g
4405,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,d
4406,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,p
4407,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,p
4408,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,g
4409,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,d
4410,0,f,others,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,y,d
4411,1,f,s,others,t,f,f,c,b,h,t,b,s,others,w,w,w,o,p,h,v,u
4412,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,d
4413,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,p
4414,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,g
4415,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,p
4416,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,d
4417,0,f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,v,d
4418,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,g
4419,0,x,s,others,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
4420,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,g
4421,1,x,others,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,d
4422,1,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,g
4423,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,v,p
4424,0,f,others,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,y,d
4425,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,d
4426,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,g
4427,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,d
4428,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,g
4429,1,x,y,n,f,y,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,d
4430,1,f,others,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,p
4431,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,g
4432,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,p
4433,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,d
4434,1,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,p
4435,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,g
4436,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,d
4437,1,f,others,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,g
4438,1,x,s,g,f,others,f,c,n,p,e,b,s,s,w,w,w,o,p,k,v,d
4439,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,g
4440,1,f,s,g,t,f,f,c,b,h,t,b,others,others,w,w,w,o,p,h,s,u
4441,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,g
4442,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,p
4443,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,d
4444,0,f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,k,y,d
4445,1,f,others,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,d
4446,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,g
4447,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,p
4448,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,g
4449,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,d
4450,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,p
4451,0,f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d
4452,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,g
4453,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,g
4454,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,p
4455,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,y,g
4456,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,p
4457,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,y,g
4458,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,g
4459,0,k,y,others,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
4460,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,p
4461,1,x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d
4462,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,p
4463,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,p
4464,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,g
4465,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,d
4466,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,g
4467,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,g
4468,1,x,others,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,d
4469,1,x,s,w,t,f,f,c,b,p,t,b,others,others,w,w,w,o,p,h,v,u
4470,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,g
4471,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
4472,1,x,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,g
4473,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,p
4474,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,g
4475,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,g
4476,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,p
4477,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,p
4478,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,p
4479,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,p
4480,0,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,y,d
4481,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,d
4482,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,p
4483,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,g
4484,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,g
4485,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,d
4486,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,p
4487,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,d
4488,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,d
4489,1,x,others,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,d
4490,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,d
4491,0,f,others,others,f,n,f,w,n,w,e,b,s,others,w,n,w,o,e,w,v,l
4492,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,g
4493,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,p
4494,1,f,others,y,f,n,f,c,n,w,e,?,k,others,w,others,w,o,e,w,v,d
4495,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,y,p
4496,1,x,s,g,t,f,f,c,b,p,t,b,others,s,w,w,w,o,p,h,v,g
4497,0,f,s,n,t,n,f,c,b,others,e,?,s,s,w,w,w,others,e,w,c,others
4498,1,x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,p
4499,1,x,s,g,f,others,f,w,n,u,e,b,s,s,w,w,w,o,p,k,v,d
4500,1,x,others,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,y,d
4501,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,v,g
4502,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,y,d
4503,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,g
4504,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,g
4505,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,y,d
4506,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,d
4507,1,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,others,h,y,g
4508,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,g
4509,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,d
4510,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,v,p
4511,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,p
4512,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,p
4513,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,d
4514,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,p
4515,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,d
4516,1,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,g
4517,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,g
4518,1,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,d
4519,0,x,s,others,t,n,f,c,b,w,e,?,s,s,others,w,w,others,e,w,c,others
4520,1,f,others,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,d
4521,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,d
4522,1,x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,l
4523,1,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,d
4524,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,p
4525,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,d
4526,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,y,g
4527,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,others,h,v,d
4528,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,g
4529,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,p
4530,1,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,v,p
4531,1,f,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,g
4532,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,g
4533,0,x,y,others,f,n,f,c,n,h,e,?,s,others,w,w,w,o,others,h,v,d
4534,0,f,y,others,t,n,f,c,b,others,e,?,s,s,others,others,w,others,e,w,c,others
4535,1,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,y,d
4536,1,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,others,h,y,p
4537,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,g
4538,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,d
4539,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,g
4540,1,f,others,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,g
4541,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,g
4542,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,g
4543,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,d
4544,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,d
4545,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,v,g
4546,1,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,g
4547,1,f,others,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,g
4548,1,f,s,others,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,v,g
4549,1,f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,w,others,p,others,v,others
4550,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,p
4551,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,p
4552,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,v,g
4553,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,d
4554,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,p
4555,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,y,d
4556,0,f,others,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d
4557,0,x,y,others,f,n,f,c,n,u,e,?,s,others,w,w,w,o,others,h,v,d
4558,1,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,d
4559,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,g
4560,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,d
4561,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,d
4562,1,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,p
4563,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,d
4564,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,p
4565,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,v,g
4566,1,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,y,p
4567,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,y,g
4568,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,p
4569,1,x,others,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
4570,0,f,others,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d
4571,1,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,d
4572,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,d
4573,1,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,p
4574,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,p
4575,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,p
4576,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,d
4577,1,f,others,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,v,g
4578,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,d
4579,1,f,others,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,d
4580,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,y,d
4581,1,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,others,h,v,p
4582,1,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,p
4583,1,x,others,w,f,others,f,c,n,g,e,b,s,s,w,w,w,o,p,n,v,d
4584,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,d
4585,1,x,others,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,others,h,v,p
4586,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,d
4587,1,x,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,g
4588,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,v,d
4589,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,d
4590,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,y,p
4591,1,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,g
4592,1,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,g
4593,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,y,p
4594,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,d
4595,1,f,others,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,g
4596,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,p
4597,1,f,others,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,others,h,y,d
4598,1,x,others,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,g
4599,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,d
4600,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,d
4601,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,g
4602,1,f,others,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,others,h,v,d
4603,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,others,h,y,g
4604,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,d
4605,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,d
4606,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,v,d
4607,1,f,others,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,others,h,y,d
4608,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,v,d
4609,1,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,others,h,v,g
4610,1,x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,d
4611,0,f,y,others,t,n,f,c,b,w,e,?,s,s,w,w,w,others,e,w,c,others
4612,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,g
4613,1,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,d
4614,1,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,y,d
4615,1,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,d
4616,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,p
4617,1,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,y,d
4618,1,f,others,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,p
4619,1,x,others,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,p
4620,1,f,others,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,others,h,y,g
4621,1,f,others,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,d
4622,1,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,p
4623,1,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,others,h,y,g
4624,1,f,others,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,y,g
4625,1,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,d
4626,1,f,others,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,others,h,v,d
4627,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,others,h,v,p
4628,1,x,others,g,f,others,f,c,n,u,e,b,s,s,w,w,w,o,p,k,s,d
4629,1,f,s,others,t,f,f,c,b,w,t,b,others,others,w,w,w,o,p,h,v,g
4630,0,f,others,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,v,d
4631,1,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,others,h,v,p
4632,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,y,d
4633,1,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,others,h,v,g
4634,0,f,others,g,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,v,d
4635,1,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,others,h,y,d
4636,1,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,others,h,v,p
4637,1,f,others,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,others,h,y,p
4638,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,others,h,v,p
4639,1,x,others,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,others,h,y,d
4640,1,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,others,h,v,g
4641,1,f,s,w,t,f,f,c,b,w,t,b,s,others,w,w,w,o,p,h,s,u
4642,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,others,h,v,d
4643,1,x,others,y,f,f,f,c,b,g,e,b,k,k,b,n,w,o,others,h,v,g
4644,1,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,others,h,y,p
4645,1,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,others,h,v,p
4646,1,x,others,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,others,h,v,d
4647,0,f,y,others,f,n,f,c,n,h,e,?,s,others,w,w,w,o,others,h,v,d
